time,location,app_responses,sewer_and_water,power,roads_and_bridges,medical,buildings,shake_intensity
2020-04-06 23:15:00,13,1,8.0,2.0,9.0,,1.0,1.0
2020-04-06 23:15:00,14,1,5.0,8.0,1.0,,2.0,
2020-04-06 23:15:00,18,1,2.0,0.0,0.0,,2.0,0.0
2020-04-06 23:15:00,19,1,0.0,0.0,10.0,,10.0,
2020-04-06 23:20:00,6,1,3.0,6.0,10.0,10.0,1.0,
2020-04-06 23:20:00,9,4,7.0,5.25,4.5,10.0,4.25,0.3333333333333333
2020-04-06 23:20:00,11,1,0.0,4.0,6.0,0.0,10.0,1.0
2020-04-06 23:20:00,14,1,7.0,10.0,9.0,,0.0,
2020-04-06 23:20:00,16,1,0.0,0.0,9.0,9.0,9.0,
2020-04-06 23:20:00,18,1,9.0,9.0,5.0,,7.0,0.0
2020-04-06 23:20:00,19,2,5.0,6.5,8.0,5.0,8.0,0.0
2020-04-06 23:25:00,5,2,6.5,3.0,5.0,4.5,8.5,
2020-04-06 23:25:00,9,2,4.0,6.0,9.5,3.0,3.5,
2020-04-06 23:25:00,14,1,0.0,0.0,0.0,,2.0,0.0
2020-04-06 23:25:00,15,1,5.0,1.0,3.0,,8.0,
2020-04-06 23:30:00,4,1,10.0,10.0,4.0,,6.0,0.0
2020-04-06 23:30:00,8,3,7.333333333333333,2.3333333333333335,4.0,,7.666666666666667,
2020-04-06 23:30:00,14,1,4.0,1.0,4.0,,3.0,
2020-04-06 23:30:00,15,1,6.0,0.0,4.0,,3.0,
2020-04-06 23:30:00,16,2,4.5,8.5,7.0,4.5,9.0,
2020-04-06 23:35:00,1,1,1.0,1.0,0.0,1.0,6.0,
2020-04-06 23:35:00,6,3,5.0,8.333333333333334,4.666666666666667,7.666666666666667,3.6666666666666665,
2020-04-06 23:35:00,8,2,7.5,3.5,3.5,,5.0,
2020-04-06 23:35:00,15,1,2.0,3.0,8.0,,10.0,
2020-04-06 23:40:00,1,1,10.0,1.0,5.0,10.0,5.0,
2020-04-06 23:40:00,3,1,1.0,4.0,10.0,10.0,3.0,
2020-04-06 23:40:00,5,2,4.5,6.5,5.0,6.0,2.5,
2020-04-06 23:40:00,6,1,8.0,2.0,5.0,1.0,7.0,
2020-04-06 23:40:00,8,1,6.0,4.0,10.0,,0.0,
2020-04-06 23:40:00,9,2,7.0,7.5,0.5,8.0,7.0,0.0
2020-04-06 23:40:00,13,1,7.0,4.0,2.0,,8.0,
2020-04-06 23:40:00,19,1,2.0,4.0,6.0,,7.0,
2020-04-06 23:45:00,2,1,1.0,10.0,6.0,,4.0,
2020-04-06 23:45:00,3,2,2.0,1.5,0.5,1.0,8.0,
2020-04-06 23:45:00,4,1,6.0,6.0,9.0,,1.0,
2020-04-06 23:45:00,6,1,9.0,5.0,1.0,8.0,8.0,
2020-04-06 23:45:00,9,1,5.0,3.0,8.0,10.0,8.0,
2020-04-06 23:45:00,17,1,7.0,2.0,10.0,,0.0,
2020-04-06 23:50:00,2,1,2.0,1.0,1.0,,10.0,
2020-04-06 23:50:00,5,2,4.0,5.5,8.0,6.5,8.5,
2020-04-06 23:50:00,8,3,9.333333333333334,6.666666666666667,6.0,,5.333333333333333,
2020-04-06 23:50:00,9,1,4.0,3.0,9.0,6.0,8.0,
2020-04-06 23:50:00,13,1,6.0,4.0,9.0,,0.0,
2020-04-06 23:50:00,15,1,2.0,8.0,3.0,,1.0,
2020-04-06 23:55:00,2,1,7.0,2.0,6.0,,10.0,
2020-04-06 23:55:00,8,2,2.0,1.5,8.0,,5.0,0.0
2020-04-06 23:55:00,9,1,7.0,9.0,10.0,10.0,6.0,
2020-04-06 23:55:00,10,1,0.0,10.0,3.0,,3.0,
2020-04-06 23:55:00,13,1,6.0,7.0,10.0,,2.0,
2020-04-06 23:55:00,15,2,5.0,1.0,1.0,6.0,4.5,1.0
2020-04-07 00:00:00,1,1,3.0,4.0,10.0,10.0,0.0,0.0
2020-04-07 00:00:00,2,1,9.0,5.0,2.0,,0.0,
2020-04-07 00:00:00,3,1,4.0,10.0,10.0,10.0,9.0,
2020-04-07 00:00:00,6,1,3.0,0.0,3.0,5.0,2.0,
2020-04-07 00:00:00,8,2,7.5,5.5,5.0,,6.5,0.0
2020-04-07 00:00:00,9,2,4.0,8.0,5.5,5.0,0.5,
2020-04-07 00:00:00,11,1,4.0,10.0,10.0,8.0,9.0,
2020-04-07 00:00:00,15,3,5.666666666666667,7.333333333333333,6.666666666666667,,5.0,
2020-04-07 00:05:00,2,1,8.0,10.0,8.0,,10.0,
2020-04-07 00:05:00,3,1,7.0,1.0,3.0,7.0,9.0,
2020-04-07 00:05:00,5,1,9.0,10.0,10.0,0.0,5.0,
2020-04-07 00:05:00,8,1,10.0,1.0,4.0,,10.0,0.0
2020-04-07 00:05:00,9,2,5.5,4.5,9.5,2.5,6.0,
2020-04-07 00:05:00,13,1,1.0,7.0,6.0,,10.0,
2020-04-07 00:05:00,14,3,3.6666666666666665,6.0,3.3333333333333335,,5.666666666666667,0.0
2020-04-07 00:05:00,15,1,8.0,10.0,2.0,,1.0,0.0
2020-04-07 00:05:00,16,1,5.0,7.0,0.0,4.0,4.0,
2020-04-07 00:05:00,18,2,6.5,1.5,5.0,,6.0,0.0
2020-04-07 00:05:00,19,2,4.5,9.0,3.0,,0.5,
2020-04-07 00:10:00,5,1,7.0,8.0,1.0,10.0,8.0,
2020-04-07 00:10:00,9,1,6.0,0.0,7.0,0.0,6.0,
2020-04-07 00:10:00,12,1,5.0,6.0,2.0,,7.0,1.0
2020-04-07 00:10:00,19,1,2.0,8.0,1.0,,10.0,
2020-04-07 00:15:00,4,1,9.0,7.0,0.0,,10.0,0.0
2020-04-07 00:15:00,6,2,1.0,5.0,3.5,2.5,4.0,0.0
2020-04-07 00:15:00,15,1,4.0,10.0,2.0,7.0,0.0,
2020-04-07 00:15:00,17,2,8.0,5.0,7.0,,2.5,1.0
2020-04-07 00:15:00,18,1,5.0,0.0,2.0,,7.0,1.0
2020-04-07 00:15:00,19,1,3.0,0.0,5.0,,10.0,
2020-04-07 00:20:00,5,1,2.0,10.0,2.0,7.0,10.0,1.0
2020-04-07 00:20:00,8,1,8.0,10.0,3.0,,9.0,
2020-04-07 00:20:00,9,1,7.0,8.0,1.0,5.0,9.0,
2020-04-07 00:20:00,14,1,10.0,3.0,1.0,,3.0,0.0
2020-04-07 00:20:00,15,1,6.0,10.0,6.0,,8.0,
2020-04-07 00:25:00,2,3,5.0,3.0,3.3333333333333335,,3.3333333333333335,1.0
2020-04-07 00:25:00,8,4,2.75,6.75,5.25,,6.5,1.0
2020-04-07 00:25:00,9,4,3.75,5.25,2.75,4.5,8.75,0.0
2020-04-07 00:25:00,15,1,8.0,9.0,10.0,,10.0,
2020-04-07 00:25:00,16,1,9.0,9.0,7.0,3.0,9.0,
2020-04-07 00:25:00,18,2,5.5,6.0,4.0,,5.0,
2020-04-07 00:30:00,4,1,8.0,7.0,3.0,,6.0,1.0
2020-04-07 00:30:00,5,2,6.0,7.5,3.5,6.5,2.0,0.0
2020-04-07 00:30:00,9,2,9.0,5.0,9.0,3.0,8.5,
2020-04-07 00:30:00,10,1,10.0,9.0,6.0,,0.0,
2020-04-07 00:30:00,11,1,10.0,9.0,7.0,7.0,5.0,
2020-04-07 00:30:00,14,1,3.0,8.0,8.0,5.0,2.0,1.0
2020-04-07 00:30:00,15,1,3.0,9.0,10.0,,10.0,
2020-04-07 00:30:00,17,1,4.0,0.0,9.0,,0.0,
2020-04-07 00:35:00,2,2,7.5,9.0,4.0,,1.0,1.0
2020-04-07 00:35:00,5,1,8.0,8.0,9.0,5.0,9.0,
2020-04-07 00:35:00,6,1,0.0,10.0,4.0,6.0,3.0,
2020-04-07 00:35:00,8,2,3.5,10.0,1.5,,9.0,1.0
2020-04-07 00:35:00,10,1,3.0,1.0,10.0,,0.0,
2020-04-07 00:35:00,15,1,1.0,0.0,1.0,,1.0,0.0
2020-04-07 00:35:00,18,1,1.0,3.0,2.0,,7.0,
2020-04-07 00:40:00,4,1,3.0,2.0,0.0,,0.0,
2020-04-07 00:40:00,9,2,5.0,7.5,3.0,7.5,3.5,
2020-04-07 00:40:00,12,2,7.5,4.5,3.0,,9.0,
2020-04-07 00:45:00,2,1,9.0,6.0,1.0,,5.0,
2020-04-07 00:45:00,3,1,0.0,1.0,9.0,4.0,0.0,0.0
2020-04-07 00:45:00,5,1,7.0,1.0,6.0,10.0,9.0,
2020-04-07 00:45:00,6,1,9.0,0.0,8.0,1.0,10.0,0.0
2020-04-07 00:45:00,8,1,5.0,3.0,10.0,,1.0,
2020-04-07 00:45:00,9,1,4.0,10.0,5.0,7.0,10.0,
2020-04-07 00:45:00,10,1,8.0,4.0,6.0,,9.0,1.0
2020-04-07 00:45:00,18,1,6.0,4.0,1.0,,10.0,
2020-04-07 00:45:00,19,1,3.0,6.0,1.0,,4.0,1.0
2020-04-07 00:50:00,3,2,4.0,5.5,3.0,6.5,6.5,1.0
2020-04-07 00:50:00,6,2,6.5,4.0,8.0,7.0,9.0,
2020-04-07 00:50:00,8,1,9.0,9.0,4.0,,1.0,
2020-04-07 00:50:00,9,2,6.0,1.5,4.5,4.0,7.0,
2020-04-07 00:50:00,12,2,1.0,6.0,1.5,,3.0,
2020-04-07 00:50:00,14,1,10.0,3.0,3.0,,9.0,
2020-04-07 00:50:00,15,1,8.0,10.0,4.0,,9.0,
2020-04-07 00:50:00,16,1,0.0,8.0,2.0,0.0,1.0,
2020-04-07 00:50:00,18,1,0.0,5.0,6.0,,10.0,
2020-04-07 00:55:00,1,1,5.0,9.0,10.0,4.0,5.0,0.0
2020-04-07 00:55:00,8,3,7.0,4.666666666666667,8.333333333333334,,9.0,
2020-04-07 00:55:00,11,1,5.0,10.0,8.0,1.0,2.0,
2020-04-07 00:55:00,14,1,0.0,5.0,8.0,,2.0,
2020-04-07 00:55:00,16,1,0.0,10.0,8.0,5.0,3.0,
2020-04-07 00:55:00,19,3,9.333333333333334,5.333333333333333,5.666666666666667,,5.333333333333333,0.0
2020-04-07 01:00:00,2,1,10.0,3.0,6.0,,4.0,
2020-04-07 01:00:00,3,1,7.0,8.0,7.0,9.0,5.0,1.0
2020-04-07 01:00:00,6,1,10.0,6.0,0.0,10.0,8.0,0.0
2020-04-07 01:00:00,10,1,2.0,7.0,5.0,,5.0,
2020-04-07 01:00:00,15,1,5.0,7.0,10.0,,10.0,
2020-04-07 01:00:00,18,1,9.0,2.0,6.0,,2.0,
2020-04-07 01:05:00,1,1,10.0,5.0,7.0,10.0,6.0,
2020-04-07 01:05:00,3,1,10.0,3.0,7.0,6.0,2.0,
2020-04-07 01:05:00,4,1,0.0,9.0,9.0,,6.0,
2020-04-07 01:05:00,9,2,4.0,6.5,3.5,6.5,6.5,
2020-04-07 01:05:00,12,1,5.0,7.0,5.0,,2.0,
2020-04-07 01:05:00,14,1,10.0,2.0,10.0,,9.0,
2020-04-07 01:05:00,15,1,3.0,6.0,3.0,,7.0,1.0
2020-04-07 01:05:00,16,2,3.5,7.5,6.5,4.0,4.5,
2020-04-07 01:10:00,1,1,10.0,8.0,10.0,9.0,1.0,
2020-04-07 01:10:00,3,1,9.0,3.0,1.0,3.0,2.0,
2020-04-07 01:10:00,5,2,6.0,9.0,7.0,4.0,6.0,0.0
2020-04-07 01:10:00,6,2,9.0,1.0,6.0,5.0,6.0,0.0
2020-04-07 01:10:00,8,1,6.0,3.0,9.0,,7.0,
2020-04-07 01:10:00,15,3,7.0,5.333333333333333,5.333333333333333,,3.3333333333333335,
2020-04-07 01:10:00,19,1,4.0,7.0,0.0,,0.0,
2020-04-07 01:15:00,1,1,9.0,6.0,7.0,10.0,10.0,
2020-04-07 01:15:00,2,1,9.0,4.0,2.0,,5.0,
2020-04-07 01:15:00,5,1,10.0,10.0,8.0,1.0,4.0,
2020-04-07 01:15:00,8,3,4.0,8.0,7.0,,6.333333333333333,
2020-04-07 01:15:00,10,1,0.0,8.0,6.0,,10.0,
2020-04-07 01:15:00,11,1,1.0,4.0,4.0,3.0,4.0,
2020-04-07 01:15:00,15,1,10.0,6.0,6.0,,0.0,
2020-04-07 01:15:00,16,1,3.0,3.0,1.0,3.0,2.0,
2020-04-07 01:15:00,18,1,3.0,3.0,9.0,,9.0,
2020-04-07 01:20:00,3,2,7.5,8.0,3.5,10.0,2.5,
2020-04-07 01:20:00,8,1,6.0,5.0,10.0,,1.0,
2020-04-07 01:20:00,10,1,3.0,4.0,4.0,,2.0,0.0
2020-04-07 01:25:00,3,1,9.0,4.0,10.0,4.0,7.0,0.0
2020-04-07 01:25:00,5,1,0.0,7.0,8.0,3.0,10.0,
2020-04-07 01:25:00,11,1,1.0,0.0,6.0,8.0,4.0,
2020-04-07 01:25:00,14,1,8.0,5.0,6.0,,5.0,
2020-04-07 01:25:00,19,1,4.0,5.0,7.0,,2.0,
2020-04-07 01:30:00,4,1,4.0,10.0,2.0,,5.0,
2020-04-07 01:30:00,6,2,8.0,3.0,7.0,8.5,5.5,1.0
2020-04-07 01:30:00,11,1,0.0,8.0,0.0,5.0,3.0,
2020-04-07 01:30:00,15,1,7.0,0.0,8.0,,8.0,1.0
2020-04-07 01:30:00,17,1,3.0,10.0,1.0,,1.0,
2020-04-07 01:35:00,1,1,8.0,10.0,7.0,2.0,10.0,
2020-04-07 01:35:00,3,1,0.0,3.0,10.0,7.0,7.0,
2020-04-07 01:35:00,12,1,10.0,10.0,8.0,,8.0,
2020-04-07 01:35:00,14,1,8.0,5.0,7.0,,8.0,
2020-04-07 01:40:00,8,1,3.0,6.0,6.0,,10.0,1.0
2020-04-07 01:40:00,12,1,4.0,8.0,0.0,,9.0,
2020-04-07 01:40:00,14,1,8.0,10.0,9.0,,2.0,
2020-04-07 01:40:00,15,1,2.0,6.0,6.0,,2.0,
2020-04-07 01:45:00,6,1,10.0,6.0,9.0,5.0,4.0,
2020-04-07 01:45:00,8,1,6.0,7.0,3.0,,2.0,1.0
2020-04-07 01:45:00,9,1,0.0,2.0,7.0,8.0,8.0,
2020-04-07 01:45:00,10,2,9.5,6.0,7.5,,7.0,
2020-04-07 01:45:00,15,2,6.0,4.0,6.0,,2.5,0.0
2020-04-07 01:45:00,16,1,10.0,7.0,10.0,9.0,6.0,
2020-04-07 01:45:00,19,1,8.0,0.0,2.0,,7.0,
2020-04-07 01:50:00,1,1,3.0,5.0,9.0,9.0,10.0,
2020-04-07 01:50:00,2,1,7.0,5.0,3.0,,5.0,1.0
2020-04-07 01:50:00,10,1,10.0,8.0,10.0,,2.0,
2020-04-07 01:50:00,13,2,2.5,0.5,7.0,,1.0,
2020-04-07 01:50:00,15,1,10.0,1.0,0.0,,9.0,
2020-04-07 01:55:00,3,1,0.0,8.0,7.0,2.0,10.0,
2020-04-07 01:55:00,6,1,1.0,0.0,0.0,1.0,1.0,0.0
2020-04-07 01:55:00,8,2,6.0,4.5,1.5,,3.5,
2020-04-07 01:55:00,9,1,3.0,2.0,10.0,6.0,3.0,
2020-04-07 01:55:00,14,1,9.0,9.0,1.0,,4.0,
2020-04-07 01:55:00,19,1,3.0,5.0,8.0,,2.0,
2020-04-07 02:00:00,1,1,6.0,0.0,0.0,10.0,1.0,
2020-04-07 02:00:00,2,1,7.0,0.0,10.0,,10.0,
2020-04-07 02:00:00,6,2,4.0,2.5,8.0,4.5,6.5,
2020-04-07 02:00:00,8,1,7.0,10.0,8.0,,2.0,
2020-04-07 02:00:00,9,1,1.0,2.0,2.0,1.0,7.0,
2020-04-07 02:00:00,10,1,0.0,10.0,0.0,,3.0,
2020-04-07 02:00:00,15,2,7.0,5.0,7.5,,1.5,
2020-04-07 02:05:00,2,2,9.5,7.5,8.0,,7.5,
2020-04-07 02:05:00,3,1,10.0,9.0,9.0,9.0,10.0,
2020-04-07 02:05:00,6,1,3.0,6.0,5.0,2.0,10.0,
2020-04-07 02:05:00,8,1,1.0,8.0,1.0,,0.0,
2020-04-07 02:05:00,15,1,5.0,7.0,1.0,,1.0,
2020-04-07 02:10:00,3,1,9.0,6.0,4.0,0.0,5.0,
2020-04-07 02:10:00,6,1,1.0,3.0,10.0,2.0,10.0,0.0
2020-04-07 02:10:00,8,1,3.0,10.0,2.0,,4.0,
2020-04-07 02:10:00,10,1,3.0,10.0,8.0,,4.0,
2020-04-07 02:10:00,12,1,2.0,0.0,10.0,,8.0,
2020-04-07 02:10:00,13,1,4.0,9.0,6.0,,0.0,
2020-04-07 02:10:00,15,3,2.6666666666666665,8.0,5.0,,8.0,
2020-04-07 02:10:00,16,1,7.0,10.0,8.0,7.0,7.0,
2020-04-07 02:10:00,19,1,6.0,0.0,7.0,,5.0,
2020-04-07 02:15:00,8,1,6.0,4.0,4.0,,4.0,0.0
2020-04-07 02:15:00,11,1,9.0,3.0,10.0,7.0,1.0,
2020-04-07 02:15:00,14,1,6.0,10.0,1.0,,10.0,
2020-04-07 02:20:00,6,1,10.0,8.0,6.0,2.0,1.0,
2020-04-07 02:20:00,8,3,7.666666666666667,6.333333333333333,5.666666666666667,,8.333333333333334,
2020-04-07 02:20:00,9,1,4.0,7.0,4.0,10.0,1.0,
2020-04-07 02:20:00,13,1,4.0,4.0,10.0,,7.0,1.0
2020-04-07 02:20:00,14,1,9.0,9.0,8.0,,9.0,
2020-04-07 02:20:00,15,1,8.0,3.0,2.0,,10.0,
2020-04-07 02:20:00,16,1,6.0,2.0,8.0,9.0,1.0,
2020-04-07 02:25:00,6,2,6.0,9.0,7.5,4.5,5.5,
2020-04-07 02:25:00,8,1,8.0,4.0,4.0,,5.0,
2020-04-07 02:25:00,9,1,10.0,9.0,6.0,10.0,0.0,
2020-04-07 02:25:00,10,1,10.0,10.0,4.0,,10.0,
2020-04-07 02:25:00,15,2,2.0,5.0,3.5,,6.0,
2020-04-07 02:25:00,17,1,10.0,3.0,0.0,,5.0,
2020-04-07 02:30:00,2,1,7.0,3.0,2.0,,6.0,
2020-04-07 02:30:00,4,1,6.0,3.0,4.0,,6.0,
2020-04-07 02:30:00,11,1,5.0,3.0,8.0,9.0,4.0,
2020-04-07 02:30:00,15,1,5.0,2.0,8.0,,3.0,
2020-04-07 02:35:00,3,2,8.5,4.0,6.0,5.0,6.0,1.0
2020-04-07 02:35:00,4,1,2.0,5.0,9.0,,2.0,
2020-04-07 02:35:00,6,2,8.5,2.5,1.5,7.5,6.0,
2020-04-07 02:35:00,15,2,6.0,6.0,7.0,,5.5,
2020-04-07 02:40:00,2,2,7.0,5.0,5.5,,2.0,1.0
2020-04-07 02:40:00,3,1,2.0,9.0,1.0,6.0,8.0,
2020-04-07 02:40:00,11,1,9.0,6.0,7.0,6.0,7.0,
2020-04-07 02:40:00,12,1,7.0,6.0,5.0,,7.0,
2020-04-07 02:40:00,14,2,7.5,8.5,5.0,,2.5,0.0
2020-04-07 02:40:00,15,1,5.0,3.0,4.0,,5.0,
2020-04-07 02:40:00,19,1,2.0,8.0,4.0,,0.0,
2020-04-07 02:45:00,1,1,1.0,9.0,0.0,2.0,7.0,
2020-04-07 02:45:00,6,1,6.0,5.0,9.0,2.0,3.0,
2020-04-07 02:45:00,8,1,1.0,8.0,9.0,,10.0,
2020-04-07 02:45:00,9,1,9.0,1.0,3.0,10.0,4.0,
2020-04-07 02:45:00,13,1,1.0,10.0,8.0,,1.0,
2020-04-07 02:45:00,15,1,8.0,5.0,3.0,,5.0,
2020-04-07 02:45:00,16,1,9.0,6.0,5.0,5.0,5.0,
2020-04-07 02:45:00,17,1,5.0,5.0,5.0,,10.0,
2020-04-07 02:45:00,19,1,5.0,0.0,7.0,,4.0,
2020-04-07 02:50:00,1,1,8.0,6.0,9.0,3.0,10.0,
2020-04-07 02:50:00,3,1,6.0,8.0,2.0,10.0,2.0,
2020-04-07 02:50:00,5,1,7.0,8.0,1.0,5.0,5.0,
2020-04-07 02:50:00,8,1,4.0,1.0,9.0,,4.0,
2020-04-07 02:50:00,9,2,2.5,7.0,3.0,7.5,6.0,0.0
2020-04-07 02:50:00,13,1,1.0,4.0,9.0,,9.0,
2020-04-07 02:50:00,15,1,7.0,10.0,5.0,,6.0,
2020-04-07 02:50:00,19,2,5.5,9.5,6.0,,5.0,
2020-04-07 02:55:00,1,1,1.0,7.0,6.0,3.0,1.0,
2020-04-07 02:55:00,5,1,4.0,2.0,10.0,2.0,7.0,
2020-04-07 02:55:00,6,1,8.0,4.0,7.0,7.0,10.0,
2020-04-07 02:55:00,8,2,9.5,1.0,8.5,,8.5,0.0
2020-04-07 02:55:00,10,1,9.0,6.0,4.0,,3.0,
2020-04-07 02:55:00,11,1,0.0,5.0,10.0,9.0,10.0,
2020-04-07 02:55:00,16,1,3.0,10.0,6.0,2.0,9.0,
2020-04-07 03:00:00,2,1,9.0,7.0,10.0,,3.0,
2020-04-07 03:00:00,6,2,5.5,6.0,3.0,9.0,5.5,
2020-04-07 03:00:00,8,1,5.0,6.0,2.0,,2.0,
2020-04-07 03:00:00,14,1,9.0,10.0,1.0,,1.0,
2020-04-07 03:00:00,17,1,10.0,8.0,10.0,,0.0,0.0
2020-04-07 03:05:00,6,1,8.0,6.0,7.0,5.0,0.0,
2020-04-07 03:05:00,13,1,2.0,10.0,7.0,,3.0,
2020-04-07 03:05:00,15,1,3.0,10.0,8.0,,8.0,0.0
2020-04-07 03:05:00,18,2,8.5,2.5,6.5,,1.0,0.0
2020-04-07 03:10:00,2,1,1.0,1.0,3.0,,10.0,
2020-04-07 03:10:00,8,1,6.0,9.0,8.0,,6.0,
2020-04-07 03:10:00,12,1,2.0,10.0,3.0,,7.0,
2020-04-07 03:10:00,13,1,0.0,10.0,8.0,,0.0,
2020-04-07 03:10:00,14,1,7.0,7.0,2.0,,10.0,0.0
2020-04-07 03:10:00,15,3,4.666666666666667,5.0,9.333333333333334,,4.0,1.0
2020-04-07 03:10:00,19,1,0.0,4.0,0.0,,7.0,
2020-04-07 03:15:00,1,1,9.0,4.0,8.0,6.0,4.0,
2020-04-07 03:15:00,2,2,6.5,4.5,7.0,,7.5,
2020-04-07 03:15:00,6,2,1.0,9.0,8.0,8.0,4.0,0.0
2020-04-07 03:15:00,8,2,5.0,4.0,8.5,,6.0,
2020-04-07 03:15:00,14,1,7.0,1.0,8.0,,0.0,
2020-04-07 03:15:00,16,1,10.0,3.0,8.0,6.0,7.0,
2020-04-07 03:20:00,3,1,10.0,4.0,6.0,5.0,10.0,
2020-04-07 03:20:00,6,1,4.0,10.0,1.0,6.0,9.0,1.0
2020-04-07 03:20:00,8,1,10.0,6.0,0.0,,5.0,0.0
2020-04-07 03:20:00,9,1,4.0,8.0,0.0,5.0,5.0,
2020-04-07 03:20:00,10,1,6.0,6.0,0.0,,0.0,
2020-04-07 03:20:00,15,1,2.0,5.0,6.0,,3.0,
2020-04-07 03:20:00,18,2,4.5,6.5,6.5,,3.5,
2020-04-07 03:20:00,19,2,4.5,7.0,9.0,,6.0,
2020-04-07 03:25:00,2,1,2.0,10.0,8.0,,8.0,
2020-04-07 03:25:00,3,1,9.0,6.0,10.0,3.0,8.0,
2020-04-07 03:25:00,4,1,0.0,3.0,10.0,,4.0,
2020-04-07 03:25:00,5,1,0.0,2.0,0.0,0.0,1.0,0.0
2020-04-07 03:25:00,8,1,10.0,7.0,9.0,,7.0,1.0
2020-04-07 03:25:00,9,2,1.5,9.0,8.5,4.0,1.5,
2020-04-07 03:25:00,11,1,3.0,1.0,4.0,9.0,4.0,
2020-04-07 03:25:00,12,1,10.0,4.0,9.0,,4.0,
2020-04-07 03:25:00,15,1,1.0,5.0,7.0,,10.0,
2020-04-07 03:25:00,16,1,0.0,3.0,7.0,2.0,8.0,
2020-04-07 03:25:00,18,1,6.0,10.0,3.0,,5.0,
2020-04-07 03:25:00,19,2,7.0,6.5,8.5,,6.0,
2020-04-07 03:30:00,8,1,7.0,1.0,9.0,,10.0,
2020-04-07 03:30:00,9,1,8.0,10.0,9.0,7.0,6.0,
2020-04-07 03:30:00,10,1,1.0,8.0,10.0,,0.0,
2020-04-07 03:30:00,12,1,10.0,10.0,6.0,,8.0,
2020-04-07 03:30:00,18,1,8.0,10.0,3.0,,3.0,
2020-04-07 03:35:00,6,1,9.0,0.0,4.0,7.0,5.0,
2020-04-07 03:35:00,9,2,8.5,8.0,7.0,2.0,7.0,
2020-04-07 03:35:00,11,1,9.0,0.0,5.0,4.0,3.0,
2020-04-07 03:35:00,12,1,7.0,2.0,1.0,,9.0,
2020-04-07 03:35:00,15,3,4.0,5.333333333333333,3.0,,7.0,
2020-04-07 03:35:00,16,1,10.0,2.0,2.0,3.0,7.0,
2020-04-07 03:40:00,2,3,1.6666666666666667,7.0,3.6666666666666665,,7.666666666666667,0.0
2020-04-07 03:40:00,4,1,1.0,3.0,1.0,,10.0,
2020-04-07 03:40:00,5,1,1.0,0.0,4.0,10.0,4.0,0.0
2020-04-07 03:40:00,6,1,5.0,6.0,6.0,9.0,7.0,
2020-04-07 03:40:00,8,1,9.0,3.0,4.0,,0.0,
2020-04-07 03:40:00,9,2,6.0,4.0,3.5,3.0,3.5,
2020-04-07 03:40:00,10,1,7.0,4.0,6.0,,5.0,
2020-04-07 03:40:00,14,1,8.0,2.0,10.0,,10.0,
2020-04-07 03:40:00,15,1,9.0,4.0,1.0,,3.0,
2020-04-07 03:40:00,16,1,10.0,8.0,7.0,9.0,9.0,1.0
2020-04-07 03:45:00,8,1,6.0,4.0,7.0,,10.0,
2020-04-07 03:45:00,9,1,7.0,7.0,5.0,1.0,7.0,
2020-04-07 03:45:00,18,1,6.0,6.0,7.0,,10.0,
2020-04-07 03:50:00,1,2,5.0,5.5,8.0,5.5,3.0,1.0
2020-04-07 03:50:00,2,1,2.0,10.0,10.0,,8.0,
2020-04-07 03:50:00,3,1,10.0,8.0,10.0,3.0,0.0,
2020-04-07 03:50:00,6,3,4.0,7.333333333333333,3.6666666666666665,8.333333333333334,8.0,
2020-04-07 03:50:00,9,4,4.75,7.0,5.25,6.0,5.75,1.0
2020-04-07 03:50:00,11,1,6.0,5.0,9.0,1.0,8.0,
2020-04-07 03:50:00,14,1,8.0,0.0,8.0,,10.0,
2020-04-07 03:50:00,17,1,9.0,9.0,6.0,,10.0,1.0
2020-04-07 03:55:00,2,1,6.0,0.0,7.0,,10.0,
2020-04-07 03:55:00,3,2,7.0,7.5,3.5,4.5,2.5,
2020-04-07 03:55:00,5,1,3.0,9.0,5.0,10.0,5.0,
2020-04-07 03:55:00,9,1,5.0,7.0,1.0,4.0,10.0,
2020-04-07 03:55:00,10,1,3.0,9.0,0.0,,10.0,
2020-04-07 03:55:00,13,1,2.0,7.0,4.0,,8.0,
2020-04-07 03:55:00,14,1,9.0,1.0,6.0,,10.0,
2020-04-07 03:55:00,17,1,0.0,5.0,0.0,,3.0,
2020-04-07 03:55:00,18,1,1.0,2.0,5.0,,5.0,
2020-04-07 04:00:00,2,1,6.0,4.0,0.0,,0.0,
2020-04-07 04:00:00,3,1,1.0,1.0,10.0,7.0,5.0,
2020-04-07 04:00:00,8,1,1.0,8.0,5.0,,9.0,
2020-04-07 04:00:00,11,1,8.0,10.0,9.0,10.0,10.0,
2020-04-07 04:00:00,17,2,6.0,4.5,7.5,,1.0,1.0
2020-04-07 04:05:00,2,1,3.0,10.0,6.0,,6.0,
2020-04-07 04:05:00,3,1,1.0,9.0,1.0,10.0,10.0,
2020-04-07 04:05:00,4,1,5.0,6.0,9.0,,1.0,
2020-04-07 04:05:00,6,1,4.0,8.0,10.0,0.0,9.0,
2020-04-07 04:05:00,9,1,7.0,8.0,6.0,7.0,4.0,
2020-04-07 04:05:00,11,1,7.0,6.0,3.0,4.0,0.0,
2020-04-07 04:05:00,12,1,2.0,10.0,5.0,,9.0,
2020-04-07 04:05:00,15,2,5.5,4.5,9.0,,7.5,1.0
